total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
2.86102e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
7.98702e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.483853,0,1,0,8,1,0,8,0,0,0,1,0:1;
0.000161886,0,1.90735e-06,0,1.90735e-06,1,4.05312e-06,1,0,1,0,0,0,0,0,0.01,0.448971,1,1,0,10,1,0,8,0,0,0,1,0:1;
0.000238895,0,1.90735e-06,0,1.09673e-05,5,1.16825e-05,5,1.90735e-06,5,9.53674e-07,0,2.21729e-05,4,224,0.01,0.430635,1,5,0,650,4,0,32,4,0,0,1,0:1;1:4;
0.000344992,0,1.90735e-06,0,2.38419e-05,12,2.6226e-05,12,1.90735e-06,12,4.76837e-06,0,5.91278e-05,11,690,0.01,0.265473,1,12,0,1770,11,0,128,11,0,0,1,0:1;1:11;
0.000386953,0,1.90735e-06,0,2.59876e-05,13,2.81334e-05,13,1.90735e-06,13,4.76837e-06,0,6.19888e-05,12,736,0.01,0.265473,1,13,0,1930,12,0,128,12,0,0,1,0:1;1:12;
0.000423908,0,1.90735e-06,0,2.69413e-05,14,3.12328e-05,14,1.90735e-06,14,4.76837e-06,0,6.41346e-05,13,782,0.01,0.224559,1,14,0,2090,13,0,128,13,0,0,1,0:1;1:13;
0.000463009,0,1.90735e-06,0,2.88486e-05,15,3.31402e-05,15,1.90735e-06,15,4.76837e-06,0,6.7234e-05,14,828,0.01,0.124532,1,15,0,2250,14,0,128,14,0,0,1,0:1;1:14;
0.00317788,0.0030601,1.90735e-06,0.00302601,0.000896454,539,0.000976086,493,0.000151396,487,0.00011611,1,0.000504971,486,28940,0.01,0.124532,1,487,1,77770,486,1,4096,486,0,0,1,1:486;
0.00325394,0.0030601,1.90735e-06,0.00302601,0.000896454,539,0.000976086,493,0.000151396,487,0.00011611,1,0.000504971,486,28940,0.01,0.124532,1,487,1,77482,486,1,4096,486,0,0,1,1:480;
0.0034039,0.0030601,7.86781e-06,0.00302601,0.000920773,554,0.00100446,502,0.000156164,495,0.000134945,1,0.000526905,494,29332,0.02,0.122354,2,495,1,78768,493,1,4096,494,0,0,1,1:480;2:8;
0.00608897,0.00585413,7.86781e-06,0.00581598,0.00172567,1072,0.00192928,968,0.000285387,951,0.000230312,2,0.00104284,950,59020,0.02,0.122354,2,951,2,151726,949,1,8192,950,0,0,1,1:479;2:464;
0.0061729,0.00585413,7.86781e-06,0.00581598,0.00172567,1072,0.00192928,968,0.000285387,951,0.000230312,2,0.00104284,950,59020,0.02,0.122354,2,951,2,151486,949,1,8192,950,0,0,1,1:475;2:463;
0.0134799,0.0115123,1.66893e-05,0.0114698,0.00385237,2477,0.00438881,2235,0.000646114,2180,0.000533104,4,0.00258684,2181,135243,0.02,0.0896497,2,2180,4,348128,2175,1,32768,2179,0,0,1,1:473;2:1692;
0.0144429,0.0140784,1.66893e-05,0.014035,0.00412703,2680,0.00471377,2410,0.000699759,2342,0.000566483,5,0.00275731,2346,143208,0.02,0.0896497,2,2342,5,374046,2337,1,32768,2341,0,0,1,1:472;2:1854;
0.014688,0.0140784,1.66893e-05,0.014035,0.00412703,2680,0.00471377,2410,0.000699759,2342,0.000566483,5,0.00275731,2346,143208,0.02,0.0896497,2,2342,5,357342,2337,1,32768,2341,0,0,1,1:398;2:1580;
0.021728,0.0210092,2.69413e-05,0.0209601,0.00641298,4293,0.00712419,3715,0.00103331,3552,0.000825405,8,0.00398254,3571,202633,0.02,0.0688506,2,3552,8,550944,3543,1,32768,3551,0,0,1,1:395;2:2790;
0.0228379,0.0210092,2.69413e-05,0.0209601,0.00677919,4548,0.00748301,3913,0.00107598,3724,0.000859022,8,0.00416207,3745,211079,0.02,0.0655665,2,3724,8,578464,3715,1,32768,3723,0,0,1,1:395;2:2962;
0.0240049,0.0233462,2.69413e-05,0.0232961,0.00710797,4779,0.00777888,4087,0.00113225,3891,0.00089407,9,0.00451016,3916,249522,0.02,0.0655665,2,3891,9,605182,3882,1,32768,3890,0,0,1,1:394;2:3129;
0.0243959,0.0233462,2.69413e-05,0.0232961,0.00710797,4779,0.00777888,4087,0.00113225,3891,0.00089407,9,0.00451016,3916,249522,0.02,0.0655665,2,3891,9,569278,3882,1,32768,3890,0,0,1,1:315;2:2460;
0.174604,0.172657,0.000255585,0.172468,0.0632474,64736,0.0556448,44086,0.00654888,32708,0.005795,122,0.0302866,39170,2156696,0.0246524,0.0624193,2,32708,122,5179376,32585,1,262144,32694,0,13,1,1:202;2:31264;
0.175015,0.173683,0.000255585,0.173493,0.0633879,64939,0.0557747,44223,0.00655675,32771,0.00580406,123,0.0303357,39290,2160256,0.0246524,0.0624193,2,32771,123,5189406,32648,1,262144,32756,0,14,1,1:201;2:31326;
0.176563,0.173683,0.000255585,0.173493,0.0633879,64939,0.0557747,44223,0.00655675,32771,0.00580406,123,0.0303357,39290,2160256,0.0246524,0.0624193,2,32771,123,5076414,32648,1,262144,32756,0,14,1,1:185;2:28988;
0.950657,0.945752,0.00211763,0.944816,0.355354,517271,0.280992,317861,0.0311432,224969,0.0321705,1000,0.184728,262982,14053197,0.03,0.0624193,2,224969,1000,35820704,223969,1,2097152,224800,0,168,1,1:155;2:33027;3:187158;
1.85481,1.8474,0.00442052,1.84558,0.688467,1033315,0.540266,631264,0.0582626,440793,0.0653033,2000,0.377894,521591,27901161,0.03,0.0624193,2,440793,2000,70352544,438793,1,4194304,440624,0,168,1,1:155;2:32027;3:402982;
2.31009,2.30154,0.00543284,2.29929,0.841519,1263706,0.658535,770676,0.0703545,533774,0.0802038,2447,0.508315,636496,37287917,0.03,0.0558621,3,533774,2447,85229512,531326,1,8388608,533605,0,168,1,1:155;2:31580;3:495963;
2.31119,2.30267,0.00543284,2.30042,0.841869,1264215,0.658885,771070,0.0703864,534049,0.0802448,2448,0.508526,636812,37302709,0.03,0.0558621,3,534049,2448,85273508,531601,1,8388608,533880,0,168,1,1:155;2:31579;3:496238;
