total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
3.09944e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
7.00951e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.483306,0,1,0,8,1,0,8,0,0,0,1,0:1;
0.000126123,0,3.09944e-06,0,3.09944e-06,1,3.09944e-06,1,0,1,0,0,0,0,0,0.01,0.446371,1,1,0,10,1,0,8,0,0,0,1,0:1;
0.000202179,0,3.09944e-06,0,9.77516e-06,5,1.23978e-05,5,1.90735e-06,5,2.14577e-06,0,2.12193e-05,4,224,0.01,0.42913,1,5,0,650,4,0,32,4,0,0,1,0:1;1:4;
0.000307083,0,3.09944e-06,0,2.16961e-05,12,2.69413e-05,12,3.8147e-06,12,5.24521e-06,0,5.55515e-05,11,690,0.01,0.264652,1,12,0,1770,11,0,128,11,0,0,1,0:1;1:11;
0.000353098,0,3.09944e-06,0,2.47955e-05,14,3.17097e-05,14,4.76837e-06,14,5.24521e-06,0,5.8651e-05,13,782,0.01,0.226749,1,14,0,2090,13,0,128,13,0,0,1,0:1;1:13;
0.000390053,0,3.09944e-06,0,2.67029e-05,15,3.3617e-05,15,5.72205e-06,15,5.24521e-06,0,5.98431e-05,14,828,0.01,0.123437,1,15,0,2250,14,0,128,14,0,0,1,0:1;1:14;
0.00311518,0.00300789,3.09944e-06,0.00299811,0.000866175,542,0.000986576,496,0.000152826,489,0.000140667,1,0.000512123,488,29032,0.01,0.123437,1,489,1,78090,488,1,4096,488,0,0,1,1:488;
0.00319123,0.00300789,3.09944e-06,0.00299811,0.000866175,542,0.000986576,496,0.000152826,489,0.000140667,1,0.000512123,488,29032,0.01,0.123437,1,489,1,77802,488,1,4096,488,0,0,1,1:482;
0.00329804,0.00300789,9.05991e-06,0.00299811,0.000890493,557,0.00100422,505,0.000154734,496,0.000141621,1,0.000522375,495,29375,0.02,0.12208,2,496,1,78928,494,1,4096,495,0,0,1,1:482;2:7;
0.00607109,0.00584579,9.05991e-06,0.00583315,0.00176907,1078,0.00193167,970,0.000287771,954,0.000251532,2,0.00105977,953,59161,0.02,0.12208,2,954,2,152206,952,1,8192,953,0,0,1,1:481;2:465;
0.00615406,0.00584579,9.05991e-06,0.00583315,0.00176907,1078,0.00193167,970,0.000287771,954,0.000251532,2,0.00105977,953,59161,0.02,0.12208,2,954,2,151870,952,1,8192,953,0,0,1,1:474;2:465;
0.0116181,0.0112019,1.81198e-05,0.0111861,0.00329041,2171,0.00379777,1965,0.00055337,1919,0.000463009,4,0.00228572,1921,122457,0.02,0.121533,2,1919,4,306272,1914,1,16384,1918,0,0,1,1:472;2:1430;
0.0132551,0.0112019,1.81198e-05,0.0111861,0.00374389,2495,0.0043366,2257,0.000648737,2207,0.000541925,4,0.00260663,2209,136569,0.02,0.0884182,2,2207,4,352352,2202,1,32768,2206,0,0,1,1:472;2:1718;
