total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
4.05312e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
7.00951e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.482622,0,1,0,8,1,0,8,0,0,0,1,0:1;
0.000139952,0,1.90735e-06,0,2.86102e-06,1,4.05312e-06,1,0,1,0,0,0,0,0,0.01,0.447192,1,1,0,10,1,0,8,0,0,0,1,0:1;
0.000217915,0,1.90735e-06,0,1.07288e-05,5,1.19209e-05,5,2.14577e-06,5,1.90735e-06,0,2.12193e-05,4,224,0.01,0.430224,1,5,0,650,4,0,32,4,0,0,1,0:1;1:4;
0.000325918,0,1.90735e-06,0,2.19345e-05,12,2.74181e-05,12,6.19888e-06,12,5.00679e-06,0,5.72205e-05,11,690,0.01,0.26561,1,12,0,1770,11,0,128,11,0,0,1,0:1;1:11;
0.000371933,0,1.90735e-06,0,2.57492e-05,14,3.26633e-05,14,7.39098e-06,14,5.00679e-06,0,6.00815e-05,13,782,0.01,0.22538,1,14,0,2090,13,0,128,13,0,0,1,0:1;1:13;
0.00041008,0,1.90735e-06,0,2.76566e-05,15,3.57628e-05,15,8.34465e-06,15,5.00679e-06,0,6.22272e-05,14,828,0.01,0.123437,1,15,0,2250,14,0,128,14,0,0,1,0:1;1:14;
0.00303411,0.00292706,1.90735e-06,0.00290418,0.000832081,538,0.000938177,492,0.000143766,482,0.000133991,1,0.000516653,481,28710,0.01,0.123437,1,482,1,76970,481,1,4096,481,0,0,1,1:481;
0.00310707,0.00292706,1.90735e-06,0.00290418,0.000832081,538,0.000938177,492,0.000143766,482,0.000133991,1,0.000516653,481,28710,0.01,0.123437,1,482,1,76682,481,1,4096,481,0,0,1,1:475;
0.00320697,0.00292706,7.86781e-06,0.00290418,0.000856638,553,0.000955582,501,0.00014472,489,0.000136137,1,0.000525475,488,29053,0.02,0.121669,2,489,1,77808,487,1,4096,488,0,0,1,1:475;2:7;
0.00571799,0.00549817,7.86781e-06,0.00547099,0.00159693,1070,0.00184226,967,0.000249863,943,0.000231266,2,0.00102758,942,58643,0.02,0.121669,2,943,2,150446,941,1,8192,942,0,0,1,1:474;2:461;
0.00579309,0.00549817,7.86781e-06,0.00547099,0.00159693,1070,0.00184226,967,0.000249863,943,0.000231266,2,0.00102758,942,58643,0.02,0.121669,2,943,2,150398,941,1,8192,942,0,0,1,1:473;2:461;
0.00590301,0.00549817,1.09673e-05,0.00547099,0.00162721,1088,0.00186396,978,0.00025177,953,0.000231266,2,0.0010376,952,59133,0.02,0.106207,2,953,2,152000,950,1,8192,952,0,0,1,1:473;2:471;
0.00722694,0.00549817,1.09673e-05,0.00547099,0.00202227,1358,0.00230527,1217,0.000296831,1185,0.000287056,2,0.001297,1184,70501,0.02,0.101281,2,1185,2,189120,1182,1,16384,1184,0,0,1,1:473;2:703;
0.00835109,0.00801706,1.09673e-05,0.00798702,0.00234079,1591,0.00268912,1423,0.000362873,1387,0.000318766,3,0.00150895,1387,80408,0.02,0.101281,2,1387,3,221438,1384,1,16384,1386,0,0,1,1:472;2:905;
0.00846791,0.00801706,1.09673e-05,0.00798702,0.00234079,1591,0.00268912,1423,0.000362873,1387,0.000318766,3,0.00150895,1387,80408,0.02,0.101281,2,1387,3,217886,1384,1,16384,1386,0,0,1,1:444;2:859;
0.00857496,0.00801706,1.38283e-05,0.00798702,0.00236821,1609,0.00271058,1434,0.000362873,1396,0.000323296,3,0.00151849,1396,80849,0.02,0.0702189,2,1396,3,219328,1392,1,16384,1395,0,0,1,1:444;2:868;
0.00971198,0.00801706,1.38283e-05,0.00798702,0.0027523,1873,0.00308704,1629,0.000400305,1573,0.000363827,3,0.0016911,1573,89522,0.02,0.0652928,2,1573,3,247648,1569,1,16384,1572,0,0,1,1:444;2:1045;
0.0107021,0.0102141,1.38283e-05,0.010181,0.00307369,2102,0.00339437,1796,0.000458956,1737,0.000388861,4,0.0018537,1738,97567,0.02,0.0652928,2,1737,4,273886,1733,1,16384,1736,0,0,1,1:443;2:1209;
0.010922,0.0102141,1.38283e-05,0.010181,0.00307369,2102,0.00339437,1796,0.000458956,1737,0.000388861,4,0.0018537,1738,97567,0.02,0.0652928,2,1737,4,255406,1733,1,16384,1736,0,0,1,1:321;2:946;
0.16734,0.165751,0.000239134,0.165561,0.0616586,64073,0.0538092,43297,0.00599837,30999,0.00526738,121,0.02842,37339,2071992,0.0250629,0.063514,2,30999,121,4936848,30877,1,262144,30988,0,10,1,1:204;2:30198;
0.167767,0.166776,0.000239134,0.166584,0.06179,64274,0.053937,43435,0.00601459,31072,0.00528002,122,0.0284841,37468,2076033,0.0250629,0.063514,2,31072,122,4948478,30950,1,262144,31060,0,11,1,1:203;2:30270;
0.168932,0.166776,0.000239134,0.166584,0.06179,64274,0.053937,43435,0.00601459,31072,0.00528002,122,0.0284841,37468,2076033,0.0250629,0.063514,2,31072,122,4908398,30950,1,262144,31060,0,11,1,1:190;2:29448;
0.954734,0.950548,0.00212574,0.94958,0.353859,516215,0.284947,323281,0.0308535,232532,0.0326488,1000,0.186648,268187,14421649,0.03,0.063514,2,232532,1000,37133216,231532,1,2097152,232337,0,194,1,1:160;2:33838;3:196039;
1.0076,1.00271,0.00224543,1.0017,0.370188,541524,0.298164,339359,0.0323608,244381,0.0357533,1049,0.202158,281457,15054849,0.03,0.0628407,3,244381,1049,39029064,243331,1,2097152,244186,0,194,1,1:160;2:33789;3:207888;
1.00813,1.00377,0.00224543,1.00275,0.370326,541751,0.298303,339524,0.0323751,244515,0.0357738,1050,0.20229,281597,15061889,0.03,0.0628407,3,244515,1050,39050500,243465,1,2097152,244320,0,194,1,1:160;2:33788;3:208022;
1.01795,1.00377,0.00224543,1.00275,0.370326,541751,0.298303,339524,0.0323751,244515,0.0357738,1050,0.20229,281597,15061889,0.03,0.0628407,3,244515,1050,38900596,243465,1,2097152,244320,0,194,1,1:156;2:33466;3:205225;
1.86702,1.85059,0.00431561,1.84872,0.679569,1023569,0.545133,640085,0.0578506,453260,0.0646901,2000,0.383531,529820,28502061,0.03,0.0628407,3,453260,2000,72299796,451260,1,4194304,453065,0,194,1,1:156;2:32516;3:413970;
2.29962,2.28205,0.00532484,2.27982,0.82511,1251463,0.658588,778183,0.0687754,543478,0.078253,2441,0.507411,642897,37756361,0.03,0.0570936,3,543478,2441,86734680,541036,1,8388608,543283,0,194,1,1:156;2:32075;3:504188;
2.30064,2.2831,0.00532484,2.28087,0.82543,1251971,0.658906,778580,0.0688119,543756,0.0782833,2442,0.507628,643216,37771309,0.03,0.0570936,3,543756,2442,86779156,541314,1,8388608,543561,0,194,1,1:156;2:32074;3:504466;
2.33347,2.2831,0.00532484,2.28087,0.82543,1251971,0.658906,778580,0.0688119,543756,0.0782833,2442,0.507628,643216,37771309,0.03,0.0570936,3,543756,2442,82211620,541314,1,8388608,543561,0,194,1,1:134;2:28058;3:413347;
