total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
2.86102e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
5.88894e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.482211,0,1,0,8,1,0,8,0,0,0,1,0:1;
0.000108004,0,2.14577e-06,0,2.14577e-06,1,2.86102e-06,1,0,1,0,0,0,0,0,0.01,0.444455,1,1,0,10,1,0,8,0,0,0,1,0:1;
0.000172853,0,2.14577e-06,0,9.05991e-06,5,1.04904e-05,5,2.14577e-06,5,1.90735e-06,0,1.83582e-05,4,224,0.01,0.428446,1,5,0,650,4,0,32,4,0,0,1,0:1;1:4;
0.000262976,0,2.14577e-06,0,2.02656e-05,12,2.38419e-05,12,3.09944e-06,12,2.86102e-06,0,4.91142e-05,11,690,0.01,0.26561,1,12,0,1770,11,0,128,11,0,0,1,0:1;1:11;
0.000301838,0,2.14577e-06,0,2.21729e-05,14,2.81334e-05,14,4.05312e-06,14,3.8147e-06,0,5.126e-05,13,782,0.01,0.227433,1,14,0,2090,13,0,128,13,0,0,1,0:1;1:13;
0.000334978,0,2.14577e-06,0,2.31266e-05,15,3.02792e-05,15,4.05312e-06,15,4.76837e-06,0,5.22137e-05,14,828,0.01,0.122343,1,15,0,2250,14,0,128,14,0,0,1,0:1;1:14;
0.00264692,0.00255489,2.14577e-06,0.00254607,0.000747204,542,0.000840425,495,0.0001266,483,9.63211e-05,1,0.000423908,482,28756,0.01,0.122343,1,483,1,77130,482,1,4096,482,0,0,1,1:482;
0.00271082,0.00255489,2.14577e-06,0.00254607,0.000747204,542,0.000840425,495,0.0001266,483,9.63211e-05,1,0.000423908,482,28756,0.01,0.122343,1,483,1,76842,482,1,4096,482,0,0,1,1:476;
0.00280285,0.00255489,7.15256e-06,0.00254607,0.000766993,557,0.000856161,504,0.000128508,490,9.84669e-05,1,0.000433207,489,29099,0.02,0.120164,2,490,1,77968,488,1,4096,489,0,0,1,1:476;2:7;
0.00502491,0.00483274,7.15256e-06,0.00482106,0.00141454,1078,0.00164223,971,0.00025773,949,0.000183821,2,0.000838995,948,58934,0.02,0.120164,2,949,2,151406,947,1,8192,948,0,0,1,1:475;2:466;
0.00509191,0.00483274,7.15256e-06,0.00482106,0.00141454,1078,0.00164223,971,0.00025773,949,0.000183821,2,0.000838995,948,58934,0.02,0.120164,2,949,2,151358,947,1,8192,948,0,0,1,1:474;2:466;
0.00518584,0.00483274,1.0252e-05,0.00482106,0.00143862,1096,0.0016613,982,0.00025773,959,0.000185728,2,0.000849009,958,59424,0.02,0.102375,2,959,2,152960,956,1,8192,958,0,0,1,1:474;2:476;
0.00632977,0.00483274,1.0252e-05,0.00482106,0.00177932,1369,0.00204897,1222,0.00032115,1187,0.000236511,2,0.0010612,1186,70596,0.02,0.0990914,2,1187,2,189440,1184,1,16384,1186,0,0,1,1:474;2:704;
0.00731087,0.00701976,1.0252e-05,0.00700521,0.00207329,1603,0.00237536,1427,0.000378609,1385,0.000268698,3,0.00123358,1385,80307,0.02,0.0990914,2,1385,3,221118,1382,1,16384,1384,0,0,1,1:473;2:902;
0.00741577,0.00701976,1.0252e-05,0.00700521,0.00207329,1603,0.00237536,1427,0.000378609,1385,0.000268698,3,0.00123358,1385,80307,0.02,0.0990914,2,1385,3,217230,1382,1,16384,1384,0,0,1,1:443;2:851;
0.0075078,0.00701976,1.3113e-05,0.00700521,0.0020957,1621,0.00239587,1438,0.000380754,1394,0.000269651,3,0.00123978,1394,80748,0.02,0.0670717,2,1394,3,218672,1390,1,16384,1393,0,0,1,1:443;2:860;
0.0086,0.00701976,1.3113e-05,0.00700521,0.00248814,1889,0.00273633,1636,0.000414133,1571,0.000304937,3,0.00141406,1571,89421,0.02,0.0637876,2,1571,3,246992,1567,1,16384,1570,0,0,1,1:443;2:1037;
0.00946283,0.00903392,1.3113e-05,0.00901723,0.00277877,2119,0.00299835,1804,0.000467062,1733,0.000332117,4,0.00155425,1734,97368,0.02,0.0637876,2,1733,4,272910,1729,1,16384,1732,0,0,1,1:442;2:1199;
0.009655,0.00903392,1.3113e-05,0.00901723,0.00277877,2119,0.00299835,1804,0.000467062,1733,0.000332117,4,0.00155425,1734,97368,0.02,0.0637876,2,1733,4,254286,1729,1,16384,1732,0,0,1,1:319;2:934;
0.153518,0.152065,0.000211239,0.151905,0.0574508,64026,0.0499067,42843,0.0054307,30515,0.00489211,120,0.0246184,36740,1795110,0.0250629,0.0618719,2,30515,120,4858832,30394,1,262144,30502,0,12,1,1:203;2:29704;
0.153907,0.15303,0.000211239,0.152869,0.0575778,64228,0.0500343,42978,0.00543904,30578,0.00489712,121,0.0246747,36859,1798661,0.0250629,0.0618719,2,30578,121,4868862,30457,1,262144,30564,0,13,1,1:202;2:29766;
0.155078,0.15303,0.000211239,0.152869,0.0575778,64228,0.0500343,42978,0.00543904,30578,0.00489712,121,0.0246747,36859,1798661,0.0250629,0.0618719,2,30578,121,4837614,30457,1,262144,30564,0,13,1,1:190;2:29127;
0.936727,0.932666,0.00205326,0.931746,0.350349,520079,0.279723,322538,0.029845,228159,0.0320003,1000,0.18015,263488,14194090,0.03,0.0618719,2,228159,1000,36444144,227159,1,2097152,228011,0,147,1,1:159;2:33386;3:192340;
1.83266,1.82608,0.00436878,1.82428,0.678869,1031327,0.540289,638990,0.0565484,444345,0.0622256,2000,0.369594,522071,28056222,0.03,0.0618719,2,444345,2000,71033904,442345,1,4194304,444197,0,147,1,1:159;2:32386;3:408526;
2.22454,2.21687,0.00531721,2.21471,0.808449,1233798,0.64144,761914,0.0665874,525469,0.0733957,2392,0.486518,622240,36791866,0.03,0.0554516,3,525469,2392,84013752,523076,1,4194304,525321,0,147,1,1:159;2:31994;3:489650;
2.22556,2.21793,0.00531721,2.21576,0.808771,1234309,0.641772,762310,0.0666296,525736,0.073427,2393,0.486723,622551,36806278,0.03,0.0554516,3,525736,2393,84056468,523343,1,4194304,525588,0,147,1,1:159;2:31993;3:489917;
2.25928,2.21793,0.00531721,2.21576,0.808771,1234309,0.641772,762310,0.0666296,525736,0.073427,2393,0.486723,622551,36806278,0.03,0.0554516,3,525736,2393,78815636,523343,1,4194304,525588,0,147,1,1:131;2:26074;3:386680;
