total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
9.53674e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
4.19617e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.483853,0,1,0,8,1,0,8,0,0,0,1,0:1;
7.89165e-05,0,1.19209e-06,0,9.53674e-07,1,2.14577e-06,1,0,1,0,0,0,0,0,0.01,0.448971,1,1,0,10,1,0,8,0,0,0,1,0:1;
0.000128031,0,1.19209e-06,0,4.76837e-06,5,7.15256e-06,5,1.90735e-06,5,2.14577e-06,0,1.83582e-05,4,224,0.01,0.430635,1,5,0,650,4,0,32,4,0,0,1,0:1;1:4;
0.00018692,0,1.19209e-06,0,1.21593e-05,12,1.52588e-05,12,4.76837e-06,12,4.05312e-06,0,3.62396e-05,11,690,0.01,0.265473,1,12,0,1770,11,0,128,11,0,0,1,0:1;1:11;
0.000210047,0,1.19209e-06,0,1.3113e-05,13,1.71661e-05,13,4.76837e-06,13,4.05312e-06,0,3.83854e-05,12,736,0.01,0.265473,1,13,0,1930,12,0,128,12,0,0,1,0:1;1:12;
0.000230074,0,1.19209e-06,0,1.40667e-05,14,1.81198e-05,14,4.76837e-06,14,4.05312e-06,0,3.93391e-05,13,782,0.01,0.224559,1,14,0,2090,13,0,128,13,0,0,1,0:1;1:13;
0.000251055,0,1.19209e-06,0,1.50204e-05,15,2.00272e-05,15,5.72205e-06,15,4.05312e-06,0,3.93391e-05,14,828,0.01,0.124532,1,15,0,2250,14,0,128,14,0,0,1,0:1;1:14;
0.000366926,0.000305891,1.19209e-06,0.00029397,5.00679e-05,50,4.3869e-05,38,1.04904e-05,39,1.93119e-05,1,5.34058e-05,38,2124,0.01,0.124532,1,39,1,6090,38,1,512,38,0,0,1,1:38;
0.000392914,0.000305891,1.19209e-06,0.00029397,5.00679e-05,50,4.3869e-05,38,1.04904e-05,39,1.93119e-05,1,5.34058e-05,38,2124,0.01,0.124532,1,39,1,5802,38,1,512,38,0,0,1,1:32;
0.000562906,0.000305891,4.05312e-06,0.00029397,6.69956e-05,68,5.88894e-05,49,1.26362e-05,49,2.02656e-05,1,0.000161409,48,3014,0.02,0.103607,2,49,1,7408,47,1,512,48,0,0,1,1:32;2:10;
0.000662088,0.000553846,4.05312e-06,0.000540018,9.799e-05,99,8.17776e-05,70,1.64509e-05,70,2.12193e-05,2,0.000176668,69,4043,0.02,0.103607,2,70,2,10766,68,1,1024,69,0,0,1,1:31;2:31;
0.000683069,0.000553846,4.05312e-06,0.000540018,9.799e-05,99,8.17776e-05,70,1.64509e-05,70,2.12193e-05,2,0.000176668,69,4043,0.02,0.103607,2,70,2,10430,68,1,1024,69,0,0,1,1:26;2:29;
0.000745058,0.000553846,5.00679e-06,0.000540018,0.000113726,116,9.41753e-05,81,2.0504e-05,80,2.12193e-05,2,0.00018239,79,4533,0.02,0.0688506,2,80,2,12032,77,1,1024,79,0,0,1,1:26;2:39;
0.000828981,0.000681877,5.00679e-06,0.000666142,0.00014019,146,0.000113487,97,2.14577e-05,97,2.52724e-05,3,0.000194311,96,5366,0.02,0.0688506,2,97,3,14750,94,1,1024,96,0,0,1,1:25;2:56;
0.000853062,0.000681877,5.00679e-06,0.000666142,0.00014019,146,0.000113487,97,2.14577e-05,97,2.52724e-05,3,0.000194311,96,5366,0.02,0.0688506,2,97,3,13886,94,1,1024,96,0,0,1,1:17;2:46;
