total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
2.86102e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
4.69685e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.482211,0,1,0,8,1,0,8,0,0,0,1,0:1;
8.98838e-05,0,1.90735e-06,0,2.14577e-06,1,1.90735e-06,1,0,1,0,0,0,0,0,0.01,0.444455,1,1,0,10,1,0,8,0,0,0,1,0:1;
0.000148058,0,1.90735e-06,0,7.15256e-06,5,7.62939e-06,5,2.14577e-06,5,0,0,2.12193e-05,4,224,0.01,0.428446,1,5,0,650,4,0,32,4,0,0,1,0:1;1:4;
0.000216007,0,1.90735e-06,0,1.52588e-05,12,1.74046e-05,12,4.29153e-06,12,9.53674e-07,0,4.41074e-05,11,690,0.01,0.26561,1,12,0,1770,11,0,128,11,0,0,1,0:1;1:11;
0.000246048,0,1.90735e-06,0,1.71661e-05,14,1.93119e-05,14,4.29153e-06,14,9.53674e-07,0,4.74453e-05,13,782,0.01,0.227433,1,14,0,2090,13,0,128,13,0,0,1,0:1;1:13;
0.00026989,0,1.90735e-06,0,1.81198e-05,15,2.14577e-05,15,4.29153e-06,15,9.53674e-07,0,4.8399e-05,14,828,0.01,0.122343,1,15,0,2250,14,0,128,14,0,0,1,0:1;1:14;
0.000406981,0.000335932,1.90735e-06,0.000324011,5.55515e-05,50,4.95911e-05,38,6.19888e-06,39,2.40803e-05,1,6.48499e-05,38,2124,0.01,0.122343,1,39,1,6090,38,1,512,38,0,0,1,1:38;
0.000437021,0.000335932,1.90735e-06,0.000324011,5.55515e-05,50,4.95911e-05,38,6.19888e-06,39,2.40803e-05,1,6.48499e-05,38,2124,0.01,0.122343,1,39,1,5802,38,1,512,38,0,0,1,1:32;
0.000630856,0.000335932,5.96046e-06,0.000324011,7.43866e-05,68,6.27041e-05,49,7.15256e-06,49,2.5034e-05,1,0.000187874,48,3014,0.02,0.102375,2,49,1,7408,47,1,512,48,0,0,1,1:32;2:10;
0.000746012,0.000619888,5.96046e-06,0.000605822,0.000106573,99,9.13143e-05,70,9.29832e-06,70,2.88486e-05,2,0.000203848,69,4043,0.02,0.102375,2,70,2,10766,68,1,1024,69,0,0,1,1:31;2:31;
0.000771999,0.000619888,5.96046e-06,0.000605822,0.000106573,99,9.13143e-05,70,9.29832e-06,70,2.88486e-05,2,0.000203848,69,4043,0.02,0.102375,2,70,2,10430,68,1,1024,69,0,0,1,1:26;2:29;
0.000844002,0.000619888,8.10623e-06,0.000605822,0.000124216,116,0.000107527,81,1.12057e-05,79,2.98023e-05,2,0.000211239,78,4484,0.02,0.0670717,2,79,2,11872,76,1,1024,78,0,0,1,1:26;2:38;
0.000942945,0.000767946,8.10623e-06,0.000752926,0.000158072,146,0.000129461,97,1.54972e-05,96,3.38554e-05,3,0.00022316,95,5317,0.02,0.0670717,2,96,3,14590,93,1,1024,95,0,0,1,1:25;2:55;
0.00097084,0.000767946,8.10623e-06,0.000752926,0.000158072,146,0.000129461,97,1.54972e-05,96,3.38554e-05,3,0.00022316,95,5317,0.02,0.0670717,2,96,3,13774,93,1,1024,95,0,0,1,1:17;2:46;
0.001158,0.000884771,1.00136e-05,0.000868797,0.000228405,213,0.000172377,131,1.95503e-05,124,3.48091e-05,4,0.000249386,125,7523,0.0260208,0.0670717,2,124,4,18256,119,1,1024,123,0,0,1,1:16;2:74;
0.0012629,0.00103569,1.00136e-05,0.00101876,0.000260353,243,0.000196457,147,2.0504e-05,138,4.60148e-05,5,0.000261545,140,8218,0.0260208,0.0670717,2,138,5,20494,133,1,2048,137,0,0,1,1:15;2:88;
0.00128984,0.00103569,1.00136e-05,0.00101876,0.000260353,243,0.000196457,147,2.0504e-05,138,4.60148e-05,5,0.000261545,140,8218,0.0260208,0.0670717,2,138,5,20494,133,1,2048,137,0,0,1,1:15;2:88;
0.00581288,0.00540757,9.20296e-05,0.00534558,0.00230932,2216,0.00140452,1098,0.000115633,725,0.000129938,47,0.000894547,860,45759,0.0421784,0.0598303,3,725,47,114136,677,1,8192,718,0,6,1,1:9;2:122;3:250;4:261;
0.00593305,0.00557256,9.20296e-05,0.00550961,0.00233746,2247,0.00143075,1120,0.000118017,739,0.000132084,48,0.000916719,875,46499,0.0421784,0.0598303,3,739,48,116372,691,1,8192,732,0,6,1,1:9;2:121;3:264;4:261;
0.00602388,0.00557256,9.20296e-05,0.00550961,0.00233746,2247,0.00143075,1120,0.000118017,739,0.000132084,48,0.000916719,875,46499,0.0421784,0.0598303,3,739,48,105284,691,1,8192,732,0,6,1,1:8;2:88;3:176;4:152;
0.023684,0.0226145,0.000621319,0.0222299,0.0135047,13937,0.00520825,4252,0.000158072,1056,0.00017333,308,0.00146842,1597,74843,0.0539573,0.0539573,4,856,113,146124,745,1,8192,1017,30,8,1,1:2;2:35;3:238;4:204;
0.0237529,0.0227036,0.000621319,0.0223179,0.0135345,13971,0.00520825,4252,0.000158072,1056,0.00017333,309,0.00146842,1597,74843,0.0539573,0.0539573,4,855,113,146070,745,1,8192,1017,30,8,1,1:2;2:35;3:237;4:204;
0.0238509,0.0227036,0.000621319,0.0223179,0.0135345,13971,0.00520825,4252,0.000158072,1056,0.00017333,309,0.00146842,1597,74843,0.0539573,0.0539573,4,855,113,123126,745,0,8192,1017,30,8,1,
0.0240951,0.0227036,0.00084734,0.0223179,0.0135345,13971,0.00520825,4252,0.000158072,1056,0.00017333,309,0.00146842,1597,74843,0.229086,0.0539573,4,111,113,39792,0,0,8192,1017,30,8,1,
0.0242219,0.0227036,0.00084734,0.0223179,0.0135345,13971,0.00520825,4252,0.000158072,1056,0.00017333,309,0.00146842,1597,74843,0.229086,0.0539573,4,111,113,39792,0,0,8192,1017,30,8,1,
0.0243158,0.0227036,0.00084734,0.0223179,0.0135345,13971,0.00520825,4252,0.000158072,1056,0.00017333,309,0.00146842,1597,74843,0.229086,0.0539573,4,111,113,39800,0,0,8192,1017,30,8,1,
