total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
4.05312e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
8.51154e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.480432,0,1,0,8,1,0,8,0,0,0,1,0:1;
0.000157118,0,2.86102e-06,0,2.86102e-06,1,4.05312e-06,1,0,1,0,0,0,0,0,0.01,0.445413,1,1,0,10,1,0,8,0,0,0,1,0:1;
0.000267029,0,2.86102e-06,0,1.00136e-05,4,1.28746e-05,4,3.09944e-06,4,1.90735e-06,0,4.29153e-05,3,178,0.01,0.428035,1,4,0,490,3,0,32,3,0,0,1,0:1;1:3;
0.000414133,0,2.86102e-06,0,2.88486e-05,12,3.52859e-05,12,5.96046e-06,12,7.39098e-06,0,9.25064e-05,11,690,0.01,0.269031,1,12,0,1770,11,0,128,11,0,0,1,0:1;1:11;
0.000473976,0,2.86102e-06,0,3.29018e-05,14,4.02927e-05,14,6.91414e-06,14,7.39098e-06,0,9.65595e-05,13,782,0.01,0.1233,1,14,0,2090,13,0,128,13,0,0,1,0:1;1:13;
0.000753164,0.00062108,2.86102e-06,0.000611067,0.000108957,50,0.000108719,38,1.50204e-05,39,5.05447e-05,1,0.000128984,38,2124,0.01,0.1233,1,39,1,6090,38,1,512,38,0,0,1,1:38;
0.000813007,0.00062108,2.86102e-06,0.000611067,0.000108957,50,0.000108719,38,1.50204e-05,39,5.05447e-05,1,0.000128984,38,2124,0.01,0.1233,1,39,1,5802,38,1,512,38,0,0,1,1:32;
0.00120115,0.00062108,9.77516e-06,0.000611067,0.000146866,68,0.000141144,49,2.07424e-05,49,5.14984e-05,1,0.000375271,48,3014,0.02,0.104018,2,49,1,7408,47,1,512,48,0,0,1,1:32;2:10;
0.00143218,0.00119305,9.77516e-06,0.00117922,0.0002141,99,0.000191927,70,3.00407e-05,71,5.72205e-05,2,0.000406265,70,4092,0.02,0.104018,2,71,2,10926,69,1,1024,70,0,0,1,1:31;2:32;
0.00148416,0.00119305,9.77516e-06,0.00117922,0.0002141,99,0.000191927,70,3.00407e-05,71,5.72205e-05,2,0.000406265,70,4092,0.02,0.104018,2,71,2,10590,69,1,1024,70,0,0,1,1:26;2:30;
0.00163007,0.00119305,1.28746e-05,0.00117922,0.000250101,116,0.00022316,81,3.57628e-05,81,5.93662e-05,2,0.000421524,80,4582,0.02,0.0678927,2,81,2,12192,78,1,1024,80,0,0,1,1:26;2:40;
0.0018301,0.00149488,1.28746e-05,0.0014782,0.000314236,146,0.000265837,97,3.98159e-05,98,6.4373e-05,3,0.000450134,97,6231,0.02,0.0678927,2,98,3,14910,95,1,1024,97,0,0,1,1:25;2:57;
0.00188708,0.00149488,1.28746e-05,0.0014782,0.000314236,146,0.000265837,97,3.98159e-05,98,6.4373e-05,3,0.000450134,97,6231,0.02,0.0678927,2,98,3,13950,95,1,1024,97,0,0,1,1:17;2:45;
0.0121891,0.0114801,0.00018692,0.0113547,0.00484419,2308,0.00315642,1198,0.000268698,765,0.000266552,49,0.00186658,915,48081,0.0429995,0.0602408,3,765,49,120392,715,1,8192,757,1,6,1,1:9;2:123;3:262;4:283;
0.012392,0.0117722,0.00018692,0.0116448,0.00489831,2339,0.00320864,1219,0.000271559,779,0.000271559,50,0.00189304,930,48821,0.0429995,0.0602408,3,779,50,122628,729,1,8192,771,1,6,1,1:9;2:122;3:276;4:283;
0.0125701,0.0117722,0.00018692,0.0116448,0.00489831,2339,0.00320864,1219,0.000271559,779,0.000271559,50,0.00189304,930,48821,0.0429995,0.0602408,3,779,50,111972,729,1,8192,771,1,6,1,1:8;2:87;3:191;4:182;
0.0502341,0.0481141,0.00134897,0.0472713,0.0285261,16696,0.011162,4998,0.000375748,1200,0.000384569,372,0.0032177,1877,84071,0.0551888,0.0551888,4,971,152,166988,821,1,8192,1137,37,25,1,1:1;2:30;3:250;4:222;5:45;
0.0502961,0.0482261,0.00134897,0.0473812,0.0285439,16709,0.011162,4998,0.000375748,1200,0.000384569,373,0.0032177,1877,84071,0.0551888,0.0551888,4,970,152,166934,821,1,8192,1137,37,25,1,1:1;2:30;3:249;4:222;5:45;
0.0504801,0.0482261,0.00134897,0.0473812,0.0285439,16709,0.011162,4998,0.000375748,1200,0.000384569,373,0.0032177,1877,84071,0.0551888,0.0551888,4,970,152,140678,821,0,8192,1137,37,25,1,
0.0508451,0.0482261,0.001683,0.0473812,0.0285439,16709,0.011162,4998,0.000375748,1200,0.000384569,373,0.0032177,1877,84071,0.229496,0.0551888,4,150,152,48832,0,0,8192,1137,37,25,1,
0.0510292,0.0482261,0.001683,0.0473812,0.0285439,16709,0.011162,4998,0.000375748,1200,0.000384569,373,0.0032177,1877,84071,0.229496,0.0551888,4,150,152,48832,0,0,8192,1137,37,25,1,
0.051177,0.0482261,0.001683,0.0473812,0.0285439,16709,0.011162,4998,0.000375748,1200,0.000384569,373,0.0032177,1877,84071,0.229496,0.0551888,4,150,152,48840,0,0,8192,1137,37,25,1,
