total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
1.90735e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
4.79221e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.48399,0,1,0,8,1,0,8,0,0,0,1,0:1;
8.39233e-05,0,1.90735e-06,0,1.90735e-06,1,3.09944e-06,1,0,1,0,0,0,0,0,0.01,0.449929,1,1,0,10,1,0,8,0,0,0,1,0:1;
0.000138998,0,1.90735e-06,0,6.91414e-06,5,8.10623e-06,5,9.53674e-07,5,9.53674e-07,0,2.21729e-05,4,224,0.01,0.428993,1,5,0,650,4,0,32,4,0,0,1,0:1;1:4;
0.000204802,0,1.90735e-06,0,1.52588e-05,12,1.5974e-05,12,1.90735e-06,12,3.09944e-06,0,4.60148e-05,11,690,0.01,0.267526,1,12,0,1770,11,0,128,11,0,0,1,0:1;1:11;
0.000232935,0,1.90735e-06,0,1.64509e-05,14,1.88351e-05,14,2.86102e-06,14,4.05312e-06,0,4.69685e-05,13,782,0.01,0.226338,1,14,0,2090,13,0,128,13,0,0,1,0:1;1:13;
0.000255823,0,1.90735e-06,0,1.7643e-05,15,2.07424e-05,15,3.8147e-06,15,4.05312e-06,0,4.79221e-05,14,828,0.01,0.121658,1,15,0,2250,14,0,128,14,0,0,1,0:1;1:14;
0.000384808,0.000313997,1.90735e-06,0.00030899,5.19753e-05,50,5.24521e-05,38,8.58307e-06,38,2.19345e-05,1,6.27041e-05,37,2078,0.01,0.121658,1,38,1,5930,37,1,512,37,0,0,1,1:37;
0.000414848,0.000313997,1.90735e-06,0.00030899,5.19753e-05,50,5.24521e-05,38,8.58307e-06,38,2.19345e-05,1,6.27041e-05,37,2078,0.01,0.121658,1,38,1,5642,37,1,512,37,0,0,1,1:31;
0.000594854,0.000313997,4.76837e-06,0.00030899,7.00951e-05,68,6.7234e-05,49,9.53674e-06,48,2.47955e-05,1,0.000176668,47,2968,0.02,0.105249,2,48,1,7248,46,1,512,47,0,0,1,1:31;2:10;
0.000703812,0.000581026,4.76837e-06,0.000573874,9.9659e-05,99,9.44138e-05,70,1.28746e-05,69,3.00407e-05,2,0.00019455,68,3997,0.02,0.105249,2,69,2,10606,67,1,1024,68,0,0,1,1:30;2:31;
0.000728846,0.000581026,4.76837e-06,0.000573874,9.9659e-05,99,9.44138e-05,70,1.28746e-05,69,3.00407e-05,2,0.00019455,68,3997,0.02,0.105249,2,69,2,10318,67,1,1024,68,0,0,1,1:26;2:29;
0.000798941,0.000581026,6.67572e-06,0.000573874,0.000116587,116,0.000107527,81,1.50204e-05,79,3.00407e-05,2,0.000202417,78,4487,0.02,0.0688506,2,79,2,11920,76,1,1024,78,0,0,1,1:26;2:39;
0.000891924,0.000723124,6.67572e-06,0.000715017,0.000148058,146,0.000131369,97,1.5974e-05,96,3.38554e-05,3,0.000213623,95,5320,0.02,0.0688506,2,96,3,14638,93,1,1024,95,0,0,1,1:25;2:56;
0.000918865,0.000723124,6.67572e-06,0.000715017,0.000148058,146,0.000131369,97,1.5974e-05,96,3.38554e-05,3,0.000213623,95,5320,0.02,0.0688506,2,96,3,13822,93,1,1024,95,0,0,1,1:18;2:46;
0.00658679,0.00622058,0.000108242,0.00614691,0.00268388,2819,0.00169396,1391,0.000148296,862,0.000142097,60,0.000927925,1057,61296,0.0438205,0.0613355,3,862,60,136056,801,1,8192,853,1,7,1,1:10;2:123;3:270;4:363;
0.00668979,0.00636744,0.000108242,0.00629282,0.00270939,2850,0.00171804,1412,0.000152111,876,0.000145912,61,0.000938416,1072,61996,0.0438205,0.0613355,3,876,61,138244,815,1,8192,866,1,8,1,1:10;2:122;3:283;4:363;
0.00678682,0.00636744,0.000108242,0.00629282,0.00270939,2850,0.00171804,1412,0.000152111,876,0.000145912,61,0.000938416,1072,61996,0.0438205,0.0613355,3,876,61,125380,815,1,8192,866,1,8,1,1:8;2:89;3:203;4:210;
0.0286679,0.0274661,0.000798702,0.0269926,0.0162985,18108,0.00650454,5596,0.000201941,1289,0.00019908,406,0.00160193,2031,90267,0.0549152,0.0549152,4,1032,155,178412,880,1,16384,1240,29,19,1,1:2;2:35;3:264;4:221;5:45;
0.028708,0.0275359,0.000798702,0.0270615,0.0163093,18121,0.00650454,5596,0.000201941,1289,0.00019908,407,0.00160193,2031,90267,0.0549152,0.0549152,4,1031,155,178358,880,1,16384,1240,29,19,1,1:2;2:35;3:263;4:221;5:45;
0.0288129,0.0275359,0.000798702,0.0270615,0.0163093,18121,0.00650454,5596,0.000201941,1289,0.00019908,407,0.00160193,2031,90267,0.0549152,0.0549152,4,1031,155,151190,880,0,16384,1240,29,19,1,
0.0290458,0.0275359,0.00100851,0.0270615,0.0163093,18121,0.00650454,5596,0.000201941,1289,0.00019908,407,0.00160193,2031,90267,0.232233,0.0549152,4,152,155,52736,0,0,16384,1240,29,19,1,
0.029156,0.0275359,0.00100851,0.0270615,0.0163093,18121,0.00650454,5596,0.000201941,1289,0.00019908,407,0.00160193,2031,90267,0.232233,0.0549152,4,152,155,52736,0,0,16384,1240,29,19,1,
0.0292408,0.0275359,0.00100851,0.0270615,0.0163093,18121,0.00650454,5596,0.000201941,1289,0.00019908,407,0.00160193,2031,90267,0.232233,0.0549152,4,152,155,52744,0,0,16384,1240,29,19,1,
