total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
2.86102e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
7.10487e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.482895,0,1,0,8,1,0,8,0,0,0,1,0:1;
0.000133038,0,2.14577e-06,0,3.09944e-06,1,2.86102e-06,1,0,1,0,0,0,0,0,0.01,0.446508,1,1,0,10,1,0,8,0,0,0,1,0:1;
0.000212908,0,2.14577e-06,0,9.77516e-06,5,1.19209e-05,5,3.09944e-06,5,0,0,2.90871e-05,4,224,0.01,0.430361,1,5,0,650,4,0,32,4,0,0,1,0:1;1:4;
0.000310898,0,2.14577e-06,0,1.83582e-05,12,2.71797e-05,12,4.29153e-06,12,1.90735e-06,0,6.50883e-05,11,690,0.01,0.262326,1,12,0,1770,11,0,128,11,0,0,1,0:1;1:11;
0.000379086,0,2.14577e-06,0,2.24113e-05,14,3.40939e-05,14,5.48363e-06,14,2.86102e-06,0,6.98566e-05,13,782,0.01,0.227433,1,14,0,2090,13,0,128,13,0,0,1,0:1;1:13;
0.000421047,0,2.14577e-06,0,2.45571e-05,15,3.69549e-05,15,6.4373e-06,15,2.86102e-06,0,7.1764e-05,14,828,0.01,0.124532,1,15,0,2250,14,0,128,14,0,0,1,0:1;1:14;
0.000611067,0.000507832,2.14577e-06,0.000488997,7.39098e-05,50,8.15392e-05,38,1.40667e-05,39,3.38554e-05,1,9.44138e-05,38,2124,0.01,0.124532,1,39,1,6090,38,1,512,38,0,0,1,1:38;
0.000653982,0.000507832,2.14577e-06,0.000488997,7.39098e-05,50,8.15392e-05,38,1.40667e-05,39,3.38554e-05,1,9.44138e-05,38,2124,0.01,0.124532,1,39,1,5802,38,1,512,38,0,0,1,1:32;
0.000931978,0.000507832,7.15256e-06,0.000488997,0.000102282,68,0.000103474,49,1.69277e-05,49,3.48091e-05,1,0.00027442,48,3014,0.02,0.101691,2,49,1,7408,47,1,512,48,0,0,1,1:32;2:10;
