total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
3.09944e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
6.8903e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.482895,0,1,0,8,1,0,8,0,0,0,1,0:1;
0.000148058,0,1.90735e-06,0,3.09944e-06,1,3.8147e-06,1,0,1,0,0,0,0,0,0.01,0.446508,1,1,0,10,1,0,8,0,0,0,1,0:1;
0.000225067,0,1.90735e-06,0,1.07288e-05,5,1.3113e-05,5,4.05312e-06,5,2.14577e-06,0,1.90735e-05,4,224,0.01,0.430361,1,5,0,650,4,0,32,4,0,0,1,0:1;1:4;
0.000364065,0,1.90735e-06,0,2.43187e-05,12,2.74181e-05,12,7.86781e-06,12,3.09944e-06,0,6.24657e-05,11,690,0.01,0.262326,1,12,0,1770,11,0,128,11,0,0,1,0:1;1:11;
0.000407934,0,1.90735e-06,0,2.71797e-05,14,3.17097e-05,14,8.82149e-06,14,3.09944e-06,0,6.46114e-05,13,782,0.01,0.227433,1,14,0,2090,13,0,128,13,0,0,1,0:1;1:13;
0.000442028,0,1.90735e-06,0,2.90871e-05,15,3.3617e-05,15,8.82149e-06,15,4.29153e-06,0,6.65188e-05,14,828,0.01,0.124532,1,15,0,2250,14,0,128,14,0,0,1,0:1;1:14;
0.00293398,0.00282717,1.90735e-06,0.00279498,0.000807524,539,0.000895977,493,0.00014472,486,0.000117302,1,0.000496149,485,28894,0.01,0.124532,1,486,1,77610,485,1,4096,485,0,0,1,1:485;
0.00300193,0.00282717,1.90735e-06,0.00279498,0.000807524,539,0.000895977,493,0.00014472,486,0.000117302,1,0.000496149,485,28894,0.01,0.124532,1,486,1,77322,485,1,4096,485,0,0,1,1:479;
0.00310206,0.00282717,6.91414e-06,0.00279498,0.000833035,554,0.000914812,502,0.000145674,494,0.000118256,1,0.000505924,493,29286,0.02,0.122901,2,494,1,78608,492,1,4096,493,0,0,1,1:479;2:8;
0.00559306,0.0053792,6.91414e-06,0.00534391,0.00156689,1072,0.00176144,971,0.000265121,952,0.000200987,2,0.000996828,951,59072,0.02,0.122901,2,952,2,151886,950,1,8192,951,0,0,1,1:478;2:466;
0.00566792,0.0053792,6.91414e-06,0.00534391,0.00156689,1072,0.00176144,971,0.000265121,952,0.000200987,2,0.000996828,951,59072,0.02,0.122901,2,952,2,151838,950,1,8192,951,0,0,1,1:478;2:465;
0.0110199,0.0106122,1.40667e-05,0.0105708,0.00313497,2158,0.00357199,1951,0.000504732,1901,0.000394583,4,0.00214744,1902,121575,0.02,0.12249,2,1901,4,303680,1896,1,16384,1900,0,0,1,1:476;2:1414;
0.0126021,0.0106122,1.40667e-05,0.0105708,0.00359678,2479,0.00410295,2242,0.000582218,2188,0.000463009,4,0.00244069,2189,135638,0.02,0.0874603,2,2188,4,349600,2183,1,32768,2187,0,0,1,1:476;2:1701;
0.013485,0.0131543,1.40667e-05,0.0131109,0.00385141,2680,0.0043993,2414,0.000627756,2343,0.000497341,5,0.00260687,2347,143260,0.02,0.0874603,2,2343,5,374398,2338,1,32768,2342,0,0,1,1:475;2:1856;
0.0137169,0.0131543,1.40667e-05,0.0131109,0.00385141,2680,0.0043993,2414,0.000627756,2343,0.000497341,5,0.00260687,2347,143260,0.02,0.0874603,2,2343,5,355390,2338,1,32768,2342,0,0,1,1:392;2:1543;
0.020225,0.0195613,2.40803e-05,0.0195141,0.00602984,4310,0.00657749,3710,0.000917673,3531,0.00074482,8,0.00373149,3550,201607,0.02,0.066798,2,3531,8,545472,3522,1,32768,3530,0,0,1,1:389;2:2731;
0.0212641,0.0195613,2.40803e-05,0.0195141,0.00638127,4566,0.00689125,3904,0.000952005,3703,0.000791788,8,0.00390339,3725,210062,0.02,0.0628298,2,3703,8,572992,3694,1,32768,3702,0,0,1,1:389;2:2903;
0.022352,0.0217464,2.40803e-05,0.021697,0.00668097,4796,0.00718403,4076,0.00100589,3864,0.000827789,9,0.00421429,3890,248211,0.02,0.0628298,2,3864,9,598750,3855,1,32768,3863,0,0,1,1:388;2:3064;
0.0227611,0.0217464,2.40803e-05,0.021697,0.00668097,4796,0.00718403,4076,0.00100589,3864,0.000827789,9,0.00421429,3890,248211,0.02,0.0628298,2,3864,9,557614,3855,1,32768,3863,0,0,1,1:301;2:2294;
0.164947,0.16305,0.000234842,0.162856,0.0610704,64201,0.0520475,42461,0.00592136,30885,0.00538707,121,0.0280402,37232,2066457,0.0246524,0.0620088,2,30885,121,4880496,30763,1,262144,30874,0,10,1,1:189;2:29305;
0.165413,0.164137,0.000234842,0.163942,0.0612199,64402,0.0521848,42599,0.00592995,30955,0.00539565,122,0.0281222,37358,2070391,0.0246524,0.0620088,2,30955,122,4891694,30833,1,262144,30944,0,10,1,1:188;2:29375;
0.166493,0.164137,0.000234842,0.163942,0.0612199,64402,0.0521848,42599,0.00592995,30955,0.00539565,122,0.0281222,37358,2070391,0.0246524,0.0620088,2,30955,122,4876622,30833,1,262144,30944,0,10,1,1:186;2:29063;
0.501676,0.497963,0.00097847,0.497434,0.188789,260676,0.151503,163044,0.0168755,118243,0.017112,502,0.0910249,136296,7230010,0.03,0.0614724,3,118243,502,18835512,117740,1,1048576,118082,0,160,1,1:156;2:33619;3:82232;
0.502145,0.498971,0.00097847,0.49844,0.18893,260904,0.151636,163205,0.0168953,118375,0.0171297,503,0.0911107,136433,7236934,0.03,0.0614724,3,118375,503,18856628,117872,1,1048576,118214,0,160,1,1:156;2:33618;3:82364;
0.506728,0.498971,0.00097847,0.49844,0.18893,260904,0.151636,163205,0.0168953,118375,0.0171297,503,0.0911107,136433,7236934,0.03,0.0614724,3,118375,503,18826580,117872,1,1048576,118214,0,160,1,1:156;2:33505;3:81851;
0.952901,0.943952,0.00205684,0.942967,0.353704,514078,0.282523,321542,0.0306728,228192,0.0325675,1000,0.181761,265757,14221566,0.03,0.0614724,3,228192,1000,36397300,227192,1,2097152,228031,0,160,1,1:156;2:33008;3:191668;
1.72746,1.71636,0.00400472,1.7146,0.642838,963500,0.505564,594392,0.0538828,415154,0.0588796,1869,0.343986,488073,26479534,0.03,0.0559989,3,415154,1869,66311224,413284,1,4194304,414993,0,160,1,1:156;2:32139;3:378630;
1.72849,1.71741,0.00400472,1.71565,0.643167,964009,0.50588,594791,0.0539074,415436,0.0589268,1870,0.344188,488388,26494594,0.03,0.0559989,3,415436,1870,66356340,413566,1,4194304,415275,0,160,1,1:156;2:32138;3:378912;
1.7531,1.71741,0.00400472,1.71565,0.643167,964009,0.50588,594791,0.0539074,415436,0.0589268,1870,0.344188,488388,26494594,0.03,0.0559989,3,415436,1870,63004356,413566,1,4194304,415275,0,160,1,1:131;2:26688;3:314554;
1.85818,1.82212,0.00431013,1.82024,0.686343,1030903,0.535123,630526,0.0574591,436976,0.0618284,2000,0.363413,516691,27695830,0.03,0.0559989,3,436976,2000,66450756,434976,1,4194304,436815,0,160,1,1:131;2:26558;3:336094;
2.69796,2.65938,0.00666738,2.65664,1.0169,1542908,0.758735,902268,0.0779943,598092,0.0855467,3000,0.55076,731106,41002106,0.03,0.0559989,3,598092,3000,92229316,595092,1,8388608,597931,0,160,1,1:131;2:25558;3:497210;
